Entity,Code,Year,san_sm_number_without
Tunisia,TUN,2013,3129057
Tunisia,TUN,2014,2999248
Tunisia,TUN,2015,2866255
Tunisia,TUN,2016,2730003
Tunisia,TUN,2017,2589776
Tunisia,TUN,2018,2488633
Tunisia,TUN,2019,2383619
Tunisia,TUN,2020,2274254
Turkey,TUR,2000,25945811
Turkey,TUR,2001,26294673
Turkey,TUR,2002,26311904
Turkey,TUR,2003,26322921
Turkey,TUR,2004,25854655
Turkey,TUR,2005,25353947
Turkey,TUR,2006,24818169
Turkey,TUR,2007,24343129
Turkey,TUR,2008,23847986
Turkey,TUR,2009,23350327
Turkey,TUR,2010,22859520
Turkey,TUR,2011,22374554
Turkey,TUR,2012,21886005
Turkey,TUR,2013,21384004
Turkey,TUR,2014,20856030
Turkey,TUR,2015,20292489
Turkey,TUR,2016,19693930
Turkey,TUR,2017,19058459
Turkey,TUR,2018,18374053
Turkey,TUR,2019,18302561
Turkey,TUR,2020,18193263
Tuvalu,TUV,2001,9029
Tuvalu,TUV,2002,9138
Tuvalu,TUV,2003,9263
Tuvalu,TUV,2004,9403
Tuvalu,TUV,2005,9523
Tuvalu,TUV,2006,9608
Tuvalu,TUV,2007,9674
Tuvalu,TUV,2008,9736
Tuvalu,TUV,2009,9800
Tuvalu,TUV,2010,9874
Tuvalu,TUV,2011,9945
Tuvalu,TUV,2012,10029
Tuvalu,TUV,2013,10143
Tuvalu,TUV,2014,10293
Tuvalu,TUV,2015,10414
Tuvalu,TUV,2016,10541
Tuvalu,TUV,2017,10668
Tuvalu,TUV,2018,10801
Ukraine,UKR,2000,28203490
Ukraine,UKR,2001,27898025
Ukraine,UKR,2002,27426090
Ukraine,UKR,2003,26975595
Ukraine,UKR,2004,26538023
Ukraine,UKR,2005,26127377
Ukraine,UKR,2006,25742855
Ukraine,UKR,2007,25384337
Ukraine,UKR,2008,25046456
Ukraine,UKR,2009,23645950
Ukraine,UKR,2010,22260475
Ukraine,UKR,2011,20895194
Ukraine,UKR,2012,19549377
Ukraine,UKR,2013,18232526
Ukraine,UKR,2014,16954622
Ukraine,UKR,2015,15797079
Ukraine,UKR,2016,14639746
Ukraine,UKR,2017,13485831
Ukraine,UKR,2018,12393590
Ukraine,UKR,2019,12328190
Ukraine,UKR,2020,12261275
United Arab Emirates,ARE,2002,884801
United Arab Emirates,ARE,2003,944104
United Arab Emirates,ARE,2004,1034815
United Arab Emirates,ARE,2005,1166983
United Arab Emirates,ARE,2006,1348062
United Arab Emirates,ARE,2007,1473209
United Arab Emirates,ARE,2008,1582980
United Arab Emirates,ARE,2009,1607882
United Arab Emirates,ARE,2010,1563625
United Arab Emirates,ARE,2011,1455169
United Arab Emirates,ARE,2012,1301882
United Arab Emirates,ARE,2013,1123776
United Arab Emirates,ARE,2014,939298
United Arab Emirates,ARE,2015,756800
United Arab Emirates,ARE,2016,575352
United Arab Emirates,ARE,2017,391081
United Arab Emirates,ARE,2018,202057
United Arab Emirates,ARE,2019,83274
United Arab Emirates,ARE,2020,76199
United Kingdom,GBR,2000,1331071
United Kingdom,GBR,2001,1332434
United Kingdom,GBR,2002,1327537
United Kingdom,GBR,2003,1323444
United Kingdom,GBR,2004,1321019
United Kingdom,GBR,2005,1320906
United Kingdom,GBR,2006,1323302
United Kingdom,GBR,2007,1321149
United Kingdom,GBR,2008,1319924
United Kingdom,GBR,2009,1318340
United Kingdom,GBR,2010,1315421
United Kingdom,GBR,2011,1310867
United Kingdom,GBR,2012,1304869
United Kingdom,GBR,2013,1300941
United Kingdom,GBR,2014,1300463
United Kingdom,GBR,2015,1299892
United Kingdom,GBR,2016,1299250
United Kingdom,GBR,2017,1298431
United Kingdom,GBR,2018,1297270
United Kingdom,GBR,2019,1295541
United Kingdom,GBR,2020,1293190
United States,USA,2000,7019557
United States,USA,2001,6909990
United States,USA,2002,6791137
United States,USA,2003,6665531
United States,USA,2004,6536499
United States,USA,2005,6406137
United States,USA,2006,6274825
United States,USA,2007,6141436
United States,USA,2008,6004691
United States,USA,2009,5862926
United States,USA,2010,5762526
United States,USA,2011,5655414
United States,USA,2012,5542065
United States,USA,2013,5422703
United States,USA,2014,5297755
United States,USA,2015,5376224
United States,USA,2016,5453279
United States,USA,2017,5528762
United States,USA,2018,5602849
United States,USA,2019,5675637
United States,USA,2020,5747373
Upper-middle income,,2000,2082547337
Upper-middle income,,2001,2094087018
Upper-middle income,,2002,2098471665
Upper-middle income,,2003,2082798774
Upper-middle income,,2004,2063766724
Upper-middle income,,2005,2043265758
Upper-middle income,,2006,2018743010
Upper-middle income,,2007,1991028839
Upper-middle income,,2008,1960878759
Upper-middle income,,2009,1838688710
Upper-middle income,,2010,1802677786
Upper-middle income,,2011,1764953022
Upper-middle income,,2012,1724445949
Upper-middle income,,2013,1681676827
Upper-middle income,,2014,1636404269
Upper-middle income,,2015,1588552338
Upper-middle income,,2016,1538081660
Upper-middle income,,2017,1484812710
Upper-middle income,,2018,1429599731
Upper-middle income,,2019,1372406389
Upper-middle income,,2020,1349441200
Venezuela,VEN,2005,20667470
Venezuela,VEN,2006,21060208
Venezuela,VEN,2007,21438558
Venezuela,VEN,2008,21811142
Venezuela,VEN,2009,22221040
Venezuela,VEN,2010,22484722
Venezuela,VEN,2011,22777416
Venezuela,VEN,2012,23087879
Venezuela,VEN,2013,23354976
Venezuela,VEN,2014,23496484
Venezuela,VEN,2015,23462889
Venezuela,VEN,2016,23219553
Venezuela,VEN,2017,22807945
Venezuela,VEN,2018,22346728
Venezuela,VEN,2019,21998851
Venezuela,VEN,2020,21876741
Western Asia and Northern Africa,,2000,267650861
Western Asia and Northern Africa,,2001,271153349
Western Asia and Northern Africa,,2002,273891932
Western Asia and Northern Africa,,2003,276957039
Western Asia and Northern Africa,,2004,279574225
Western Asia and Northern Africa,,2005,282047467
Western Asia and Northern Africa,,2006,284414196
Western Asia and Northern Africa,,2007,286267964
Western Asia and Northern Africa,,2008,288112087
Western Asia and Northern Africa,,2009,289929305
Western Asia and Northern Africa,,2010,291839191
Western Asia and Northern Africa,,2011,293945703
Western Asia and Northern Africa,,2012,296193920
Western Asia and Northern Africa,,2013,298444495
Western Asia and Northern Africa,,2014,300534955
Western Asia and Northern Africa,,2015,302289646
Western Asia and Northern Africa,,2016,303921656
Western Asia and Northern Africa,,2017,305285776
Western Asia and Northern Africa,,2018,306564027
Western Asia and Northern Africa,,2019,308416949
Western Asia and Northern Africa,,2020,306445283
World,OWID_WRL,2000,4378381292
World,OWID_WRL,2001,4403563397
World,OWID_WRL,2002,4422032623
World,OWID_WRL,2003,4407136966
World,OWID_WRL,2004,4379094226
World,OWID_WRL,2005,4360883276
World,OWID_WRL,2006,4332242261
World,OWID_WRL,2007,4298105487
World,OWID_WRL,2008,4260326109
World,OWID_WRL,2009,4218306006
World,OWID_WRL,2010,4172104541
World,OWID_WRL,2011,4132354624
World,OWID_WRL,2012,4079458401
World,OWID_WRL,2013,4023277276
World,OWID_WRL,2014,3963687586
World,OWID_WRL,2015,3900640637
World,OWID_WRL,2016,3834139081
World,OWID_WRL,2017,3764537438
World,OWID_WRL,2018,3694490445
World,OWID_WRL,2019,3623589055
World,OWID_WRL,2020,3589493401
Yemen,YEM,2000,13096567
Yemen,YEM,2001,13458366
Yemen,YEM,2002,13830633
Yemen,YEM,2003,14309684
Yemen,YEM,2004,14830249
Yemen,YEM,2005,15385192
Yemen,YEM,2006,15957538
Yemen,YEM,2007,16548965
Yemen,YEM,2008,17159915
Yemen,YEM,2009,17790662
Yemen,YEM,2010,18441062
Yemen,YEM,2011,19111705
Yemen,YEM,2012,19801729
Yemen,YEM,2013,20507737
Yemen,YEM,2014,21225177
Yemen,YEM,2015,21878839
Yemen,YEM,2016,22352772
Yemen,YEM,2017,22821295
Yemen,YEM,2018,23285429
Yemen,YEM,2019,23747002
Yemen,YEM,2020,24207359
Zimbabwe,ZWE,2000,8273500
Zimbabwe,ZWE,2001,8306484
Zimbabwe,ZWE,2002,8324579
Zimbabwe,ZWE,2003,8340021
Zimbabwe,ZWE,2004,8361517
Zimbabwe,ZWE,2005,8437657
Zimbabwe,ZWE,2006,8529383
Zimbabwe,ZWE,2007,8636628
Zimbabwe,ZWE,2008,8760696
Zimbabwe,ZWE,2009,8902206
Zimbabwe,ZWE,2010,9061051
Zimbabwe,ZWE,2011,9239220
Zimbabwe,ZWE,2012,9435770
Zimbabwe,ZWE,2013,9643819
Zimbabwe,ZWE,2014,9854303
Zimbabwe,ZWE,2015,10060396
Zimbabwe,ZWE,2016,10259276
Zimbabwe,ZWE,2017,10452963
Zimbabwe,ZWE,2018,10645436
Zimbabwe,ZWE,2019,10842989
Zimbabwe,ZWE,2020,11050499
